['/p/BwMW7Y1jDqy/'],"2,794",36,"9,190"
['/p/BwMJPigjGaf/'],"7,630",277,29.3k
['/p/BwL87kOJHFf/'],"8,192",33,-1
['/p/BwKUxFGlmZV/'],"10,796",323,48.8k
['/p/BwJRb57lsRG/'],16.4k,609,-1
['/p/BwJNSCfFumh/'],"6,850",58,26.8k
['/p/BwGZA0dlzvT/'],14.5k,565,-1
['/p/BwGY--Jl8ay/'],"6,138",51,-1
['/p/BwGY8muFgVe/'],"6,203",60,-1
['/p/BwEtC7vlbup/'],12.9k,209,-1
['/p/BwEtBqsFRhH/'],"7,708",34,-1
['/p/BwEtAk5lfMB/'],19.5k,293,-1
['/p/BwEs-o2FeB5/'],"8,640",28,-1
['/p/BwEs8b-FVZe/'],"8,640",14,-1
['/p/BwEs6BwlMLl/'],"9,205",31,-1
['/p/BwEg1QvFy0X/'],"24,214","1,053",225k
['/p/BwEfFmulf1Q/'],31.5k,231,-1
['/p/BwEedSwF4MW/'],22.2k,259,-1
['/p/BwCOVH9lE3Q/'],"13,339",650,56.7k
['/p/BwBPQ8qle5k/'],"12,007",444,73.5k
['/p/Bv_-hfPF7KC/'],"8,915",334,43.3k
['/p/Bv_KYfYlYXZ/'],"11,876",316,49.3k
['/p/Bv_JAJZF92M/'],"16,162",517,70.6k
['/p/Bv_F5EPFShE/'],"10,937",313,50.1k
['/p/Bv9ZOwTFKEH/'],14.5k,204,-1
['/p/Bv9Y3ESlyrt/'],"10,904",463,52.1k
['/p/Bv9Yo9hl1a1/'],11.3k,113,-1
['/p/Bv85asdlr2h/'],10.9k,154,-1
['/p/Bv85Ar8lXUP/'],"7,294",236,21k
['/p/Bv8gp-1F5k_/'],19.9k,538,-1
['/p/Bv60d_0lbl8/'],"13,577",401,57.3k
['/p/Bv6V_Pxl_uf/'],"9,440",86,34.8k
['/p/Bv5ulvJlEaf/'],"19,535",498,91.8k
['/p/Bv4ZXp-Ffj7/'],"7,214",182,27.3k
['/p/Bv4UACuFtHv/'],"15,887",238,61.7k
['/p/Bv3u7w-lr7O/'],"13,340",855,70.5k
['/p/Bv1idygl3sZ/'],"19,430",975,85.4k
['/p/Bv0sMD1F4J1/'],"10,136",299,37.2k
['/p/Bvy78EIFDs9/'],"10,475",457,43.2k
['/p/BvyYoO_F1VM/'],"11,745",166,51.8k
['/p/BvyKLWUFXy5/'],"18,836",761,88.9k
['/p/Bvw1Ge-jTpA/'],"33,625",441,134k
['/p/BvwLTaYFGtH/'],"8,705",105,-1
['/p/BvwLGy8lt5u/'],"8,629",195,-1
['/p/BvwKdailRvR/'],"7,156",36,-1
['/p/BvwKN-YF265/'],"6,372",63,-1
['/p/BvwJ5snl7BA/'],10.5k,132,-1
['/p/BvwJpkSlFk8/'],"6,220",52,-1
['/p/BvwHnqDl_G1/'],"5,293",15,-1
['/p/BvwHfEcFe1u/'],"9,662",289,-1
['/p/BvwGmJNFS6v/'],"5,853",27,-1
['/p/BvwElFlFZEo/'],"6,788",55,-1
['/p/BvwEbkvldlM/'],"7,919",63,-1
['/p/BvwDvkZlUBG/'],"8,315",123,-1
['/p/Bvv2m-ylr63/'],"12,416",408,46.8k
['/p/Bvvoz4MF-LF/'],12.7k,346,-1
['/p/BvuhH5Ilr_M/'],10.1k,146,-1
['/p/Bvt7gnFF6i9/'],"17,477",707,142k
['/p/BvtHcvFF4lC/'],10.2k,239,-1
['/p/Bvs3_-hlOwh/'],"8,903",192,48.4k
['/p/Bvq9BVglw9s/'],"15,568","1,148",133k
['/p/Bvqw7sKFRnW/'],13.5k,123,-1
['/p/BvqOW3EFjG4/'],15.4k,"1,773",-1
['/p/BvqOMo8lt7I/'],"15,889",538,91.5k
['/p/BvqOHfjlTeU/'],17.2k,747,-1
['/p/Bvo8Jm5FcIZ/'],"8,983",371,38.9k
['/p/BvocDRwlJqV/'],"10,040",402,46.8k
['/p/Bvn0QgrF0U1/'],11.8k,102,-1
['/p/BvlRUjtF5pB/'],"14,608","1,293",168k
['/p/BvjZWGVFXcL/'],"20,840",919,122k
['/p/BviuKk0FZoU/'],17.8k,843,-1
['/p/Bvii1B7lv8g/'],"9,041",331,55.7k
['/p/BviQJ84Fnh5/'],"12,568",569,68k
['/p/Bvgn2a-FJSM/'],19.4k,446,-1
['/p/Bvgd6WZlmsz/'],41.7k,599,-1
['/p/BvgEq1wl6uM/'],19.5k,498,-1
['/p/BveorvylANX/'],"14,533",470,61.4k
['/p/BveVteOFDul/'],"8,862",125,-1
['/p/BveD5zCFS5o/'],"9,646",183,41.2k
['/p/BvbqL14lpu9/'],"23,289","2,615",303k
['/p/BvbeSRhFHnN/'],18.6k,710,-1
['/p/Bva_qpRllMZ/'],"17,991",451,69.4k
['/p/BvYp0xZFXxD/'],"10,011",333,47.1k
['/p/BvWjMA9ljEa/'],"7,735",50,-1
['/p/BvWOXp_FZuh/'],"8,202",327,32.2k
['/p/BvV3cigFsq7/'],12.4k,549,-1
['/p/BvUDV0YlA7v/'],"14,601",392,78.4k
['/p/BvTn7knFhku/'],15.7k,405,-1
['/p/BvThii1FXva/'],"16,717","1,451",219k
['/p/BvTQXoulcF3/'],21.7k,666,-1
['/p/BvQsITfl4iJ/'],"6,870",62,-1
['/p/BvQg6h8lMxe/'],"11,344",60,38.2k
['/p/BvOtY1SF2gD/'],"7,341",133,-1
['/p/BvOs7GGlsYP/'],"9,731",192,51.4k
['/p/BvOqq3ilR0e/'],"6,848",103,-1
['/p/BvOpZhdFmAO/'],"6,053",58,18k
['/p/BvOow4jF3jF/'],"8,869",156,-1
['/p/BvOcW-OljQd/'],"16,286",463,76.7k
['/p/BvMwCNUlB4y/'],22.8k,169,-1
['/p/BvMsiIWFZjG/'],"8,461",131,52.3k
['/p/BvMRtRmlfW2/'],"30,820","2,035",649k
['/p/BvL_HfvlYne/'],14.8k,116,-1
['/p/BvLaquilOXq/'],"7,193",183,35.5k
['/p/BvJ0SsllXtP/'],"11,799",560,53.2k
['/p/BvJXFB8FwgP/'],"11,143",203,49.2k
['/p/BvI4chVF5bL/'],"8,839",107,-1
['/p/BvHq3zllDml/'],"32,952","1,060",165k
['/p/BvHB9VxFIXH/'],"5,072",162,27.4k
['/p/BvEP1ShFeD0/'],17k,638,-1
['/p/BvDvpCElwN_/'],"11,319",553,78.8k
['/p/BvCUkhGlX9y/'],26.1k,545,-1
['/p/BvCMaVtFKIG/'],"6,338",345,27.6k
['/p/BvCDE1tl1OG/'],"9,493",233,-1
['/p/BvBhwhAlAW9/'],13.4k,305,-1
['/p/Bu_uKZjlM7I/'],"21,341","1,340",147k
['/p/Bu_tVGMFgaz/'],"8,826",349,65.4k
['/p/Bu_EcqUlfaY/'],"9,545",665,-1
['/p/Bu-wShsFTM4/'],"29,215",929,164k
['/p/Bu-mwH2lboz/'],"15,338",590,107k
['/p/Bu-OmFjF9Dd/'],22.3k,158,-1
['/p/Bu-NjwzF-Mr/'],"8,624",204,34k
['/p/Bu833_bFSQH/'],27.3k,256,-1
['/p/Bu8jxA3lX9C/'],"18,574",485,95.9k
['/p/Bu8hcwgFopI/'],"8,628",83,34.3k
['/p/Bu8gtFOlwJJ/'],"11,301",196,44.9k
['/p/Bu8di8tFXwv/'],"14,113",194,54.6k
['/p/Bu8auRyFWGR/'],"12,369",247,45.7k
['/p/Bu8FS7AF1pK/'],"9,861",90,42.8k
['/p/Bu6WGO_ljFQ/'],"17,107",594,69.7k
['/p/Bu6UbnqlI_R/'],26.6k,215,-1
['/p/Bu6SFtYlyJb/'],"10,631",406,50.1k
['/p/Bu5ihipl3bc/'],12.3k,96,-1
['/p/Bu5iDARl_jh/'],"5,376",30,-1
['/p/Bu5hIrClW7A/'],10.7k,36,-1
['/p/Bu1T7wvlwPk/'],"9,171",438,-1
['/p/Bu1TkwdlI-p/'],"4,125",131,20.9k
['/p/Bu1Tg-1Fwrq/'],"4,449",81,-1
['/p/Bu0pDzdlngf/'],"8,266",378,34.9k
['/p/Bu0N57Pl9GN/'],"11,148","1,464",192k
['/p/Bu0MerrlXYU/'],"14,860",476,78.1k
['/p/BuytaVhFcRX/'],"8,355",476,78.1k
['/p/BuySWa8lL3J/'],13.6k,466,-1
['/p/BuxNCL5lUcz/'],"11,123",292,73.5k
['/p/Buv2ufRl8_c/'],"3,772",18,-1
['/p/Buv2O_dFZca/'],"5,519",56,19.9k
['/p/Buv1Q9WlY_3/'],"3,690",17,-1
['/p/BuvJEQlFhhh/'],"3,403",22,13.8k
['/p/BuvI43Vlffn/'],"6,230",142,-1
['/p/BuvIMf3lgc_/'],"3,357",24,15.1k
['/p/Buu_c7dl4jF/'],"3,903",23,-1
['/p/Buu-UJbFNX-/'],"6,546",39,27.3k
['/p/Buu-B6clRfq/'],"4,472",51,-1
['/p/Buu5OHFlb-o/'],"4,085",40,17.4k
['/p/Buu5ELMlXnH/'],"5,823",68,-1
['/p/Buu4BwqFx3H/'],"3,879",30,13.1k
['/p/ButZczFlPvG/'],"15,769",587,125k
['/p/BuswSD9lWQJ/'],13.1k,386,-1
['/p/Buq803FlEAa/'],"24,794","1,658",164k
['/p/BuqDk67lQrM/'],"9,500",350,61.1k
['/p/BulrrNNlt2O/'],"6,078","1,031",-1
['/p/BulOVkIFDcz/'],10.3k,110,-1
['/p/BulKSF8lVjY/'],20.2k,369,-1
['/p/BuixUD3lA6-/'],"7,221",64,26.3k
['/p/Bug4cpxl8Aq/'],"10,147",400,43.8k
['/p/BueRsDaFfvW/'],22.9k,350,-1
['/p/BudS67cFJ68/'],"14,802",889,122k
['/p/BublBtslU-d/'],23.7k,324,-1
['/p/Buae2wtjgc0/'],"15,446",669,152k
['/p/BuYlSHUlv4H/'],18.7k,213,-1
['/p/BuYfXUDFH3Q/'],"9,302",118,-1
['/p/BuX96KFAiJT/'],"9,392",308,45.5k
['/p/BuWZF7QFHdG/'],"11,334",351,61k
['/p/BuTKsIml_6H/'],"22,988","1,360",253k
['/p/BuQTAATlCjs/'],"8,720",213,40.5k
['/p/BuOs8CuFPvO/'],"8,802",272,42.8k
['/p/BuOspE8FSPo/'],"18,756",511,127k
['/p/BuOqepTFd57/'],22.3k,111,-1
['/p/BuOeLR7Fl4r/'],30.5k,"1,546",-1
['/p/BuMEh8gl7Kl/'],"12,757",569,72.7k
['/p/BuLSsnblSbc/'],27.8k,"1,291",-1
['/p/BuJaM5pFEVg/'],"6,010","1,020",-1
['/p/BuJKqfvF1OW/'],"4,143",29,16.1k
['/p/BuIoMXRFVxv/'],"20,709","1,164",372k
['/p/BuH-tnPFl2x/'],"4,333",43,-1
['/p/BuHBopjlnES/'],20.6k,282,-1
['/p/Bt6QHouleGN/'],36.8k,489,-1
['/p/Bt5BiIBFUih/'],11.8k,118,-1
['/p/Bt2b0LnlC5s/'],"9,732",192,-1
['/p/Bt2btCCl1Qv/'],17.2k,695,-1
['/p/Bt2beIylx2Z/'],"9,089",122,-1
['/p/Bt2bUP_l6Qz/'],12.7k,264,-1
['/p/Bt2bFrRlGG8/'],"9,797",118,-1
['/p/Bt2a-AMlx9v/'],"8,251",141,-1
['/p/Bt0m_2yFexE/'],11.6k,304,-1
['/p/BtyEGP8lTlD/'],"25,966",762,156k
['/p/BtxtAERlEDb/'],16.1k,309,-1
['/p/Btvq0YRFQlL/'],29.3k,347,-1
['/p/BtvoHwTlNl2/'],"13,725",682,59.1k
['/p/Btutui1lHGU/'],18.2k,543,-1
['/p/Bttb-SkFS0c/'],"6,214",385,66.5k
['/p/BtqWlDSlrNQ/'],10.2k,407,-1
['/p/BtpkquXlEcT/'],"4,766",39,21.4k
['/p/BtoT5MoFAL3/'],"19,040","3,908",568k
['/p/BtnvyqxlFJY/'],20.8k,926,-1
['/p/Btni8ZTlXvZ/'],17.9k,431,-1
['/p/Btk1uaLl2Wj/'],24.3k,449,-1
['/p/BtihSsLlwh5/'],"9,986","1,174",-1
['/p/Bth5Aq2FcXm/'],"8,135",405,60.3k
['/p/BtfpGO7F94p/'],"14,171",648,82.2k
['/p/BtdWoD-lBVg/'],"12,401",452,60k
['/p/Btc4WKGFRmI/'],"6,500",463,48.3k
['/p/BtasobkF8FC/'],20.7k,313,-1
['/p/BtaQmoQlo3U/'],19.7k,168,-1
['/p/BtYFHbvliq3/'],15.8k,527,-1
['/p/BtYAFEIlNE9/'],12.3k,326,-1
['/p/BtVqF6wlO7R/'],18.2k,780,-1
['/p/BtTw2gblGMg/'],"5,671",87,25.9k
['/p/BtTGMxKFBuT/'],"11,274",569,86.3k
['/p/BtS3J50llLl/'],13.1k,454,-1
['/p/BtRDzWglwnr/'],"10,869",318,61.2k
['/p/BtRA-zcFe6Z/'],13.7k,154,-1
['/p/BtP26BslHKq/'],"9,100",105,32.8k
['/p/BtOWFTHFHQK/'],24.7k,150,-1
['/p/BtOQ0fSFrUa/'],"8,092",75,35.4k
['/p/BtNdkdlF8Pf/'],21.8k,604,-1
['/p/BtLmdbKFtGz/'],"14,114",638,56.5k
['/p/BtFcn8kFIhJ/'],"5,520",26,-1
['/p/BtFcZF4lSLB/'],10.8k,32,-1
['/p/BtFbxuLFqHO/'],"5,237",11,-1
['/p/BtFbTB6lg53/'],"8,847",29,-1
['/p/BtFa4d9FBUe/'],"6,637",66,18.6k
['/p/BtFa1UslF0f/'],11.6k,34,-1
['/p/BtFaWnfFAJL/'],"5,590",18,-1
['/p/BtFaFTPFFrr/'],17.2k,173,-1
['/p/BtFZmFhl81s/'],"5,357",7,-1
['/p/BtEKBMZlsGl/'],"13,713",150,60.2k
['/p/BtDN3P9Fx8t/'],"7,634",496,-1
['/p/BtBsGduFqs1/'],"8,785",156,31.8k
['/p/BtAtyNCFUy_/'],30.5k,240,-1
['/p/Bs-rzt7FIxA/'],"11,217",180,45.2k
['/p/Bs-IxK3FTIx/'],47.5k,831,-1
['/p/Bs0tBlSlIfY/'],"6,307",103,37.5k
['/p/BsyL1CoF6Pf/'],15.2k,526,-1
['/p/BsxsixAFBWx/'],"6,275",64,25.5k
['/p/Bsvg9LglrqH/'],"10,559",289,58.8k
['/p/BsuqV9zlWtU/'],"8,787",76,-1
['/p/BssB1Aqlosq/'],24.7k,235,-1
['/p/BsmrCAIFnWd/'],"17,409",538,82.4k
['/p/BsiYEw1lgc3/'],22.7k,183,-1
['/p/BsiWty3FEu4/'],23.1k,92,-1
['/p/BsiQb25FY3U/'],"9,681",154,33.8k
['/p/BsgUwHqF-K7/'],31.3k,444,-1
['/p/BsdMUpyloTG/'],"21,820",370,107k
['/p/BsaODUBlc4Y/'],16.3k,161,-1
['/p/BsPi2DlFF0r/'],24.5k,897,-1
['/p/BsLCVdRFD2r/'],12.7k,74,-1
['/p/BsH3ijtloCZ/'],16.7k,654,-1
['/p/Br71IZRFZ-M/'],19.4k,285,-1
['/p/Br5Ji5KlxJi/'],21.1k,96,-1
['/p/Brzgu4glvFQ/'],28.1k,95,-1
['/p/BruCpj1FdAK/'],"7,301",121,22.7k
['/p/BrmutwOF63Y/'],46.4k,777,-1
['/p/BrkTbh-lxEf/'],17.3k,73,-1
['/p/BrkC9zEF_kz/'],"5,181",25,22.5k
['/p/Brhg3Ezlrpb/'],32.8k,868,-1
['/p/BrflEh3FB5G/'],"21,919",658,85.2k
['/p/BrcYfM7F4FD/'],21.5k,222,-1
['/p/BrZ6FhWlMjg/'],"21,822",521,75.3k
['/p/BrXa0GHFPXI/'],32.3k,353,-1
['/p/BrXXa3tl2Bv/'],32k,563,-1
['/p/BrVjX9HFyA6/'],34.2k,567,-1
['/p/BrUXSEhlWi3/'],33.5k,799,-1
['/p/BrSBFmalSzm/'],"25,974","1,028",138k
['/p/BrRr-b-FXlY/'],29.8k,534,-1
['/p/BrQcDOLlxjI/'],"11,910",217,56.9k
['/p/BrQDi4VFI2-/'],40.9k,"1,339",-1
['/p/BrP8K2gFTwJ/'],"6,201",90,26.5k
['/p/BrNNIHUl2Av/'],21k,160,-1
['/p/BrJ4qu0lEb_/'],"20,095",479,90.3k
['/p/BrH7uOOl8g_/'],"10,449",660,71k
['/p/BrHccEclbUB/'],"7,463",115,35.9k
['/p/BrEmXvalqm3/'],"6,772",63,24.6k
['/p/BrElWMiF7FD/'],"9,908",196,45k
['/p/Bq_h5rCFntU/'],21.4k,456,-1
['/p/Bq9lZ46lbOp/'],"20,840","1,032",93.1k
['/p/Bq8-AnYlIIe/'],"8,164",98,33.9k
['/p/Bq7Qg0mlDr5/'],17.6k,105,-1
['/p/Bq6nhZUlZ1l/'],"4,816",35,13.9k
['/p/BqzjAK3FvkT/'],"4,810",31,22.8k
['/p/BqwLXnLFg9_/'],15k,149,-1
['/p/Bqu0CwRF4of/'],19.5k,217,-1
['/p/Bqrlovdl12i/'],"13,591",508,68.1k
['/p/BqoqcG_lYuc/'],"8,319",55,26.4k
['/p/Bqm_nDcFEsA/'],"11,822",426,63.1k
['/p/BqjamjNFOBf/'],"4,323",19,17.5k
['/p/BqZtlHMFvzi/'],13.5k,82,-1
['/p/BqXC54mFMMl/'],"7,535",81,-1
['/p/BqWhMjcFu12/'],"8,426",160,36.2k
['/p/BqRe8aSFMQc/'],"5,897",26,-1
['/p/BqRe4NNlxJ7/'],"3,748",6,-1
['/p/BqReUixFuI4/'],"5,193",15,-1
['/p/BqReRQmlFjs/'],"5,879",17,-1
['/p/BqRePLGFy1c/'],"4,638",10,-1
['/p/BqReCb0Fxtt/'],"5,475",15,-1
['/p/BqPnwF-FYgh/'],"25,674","1,156",128k
['/p/BqMfL11lREK/'],"24,397",697,194k
['/p/BqEif5gFy9X/'],20k,213,-1
['/p/Bp64yqzF_1o/'],"5,741",106,23.6k
['/p/Bp6y4bPFDQ-/'],"7,990",166,46.2k
['/p/Bp6qbzKFYHz/'],"4,743",50,16.3k
['/p/Bp6enbklfx3/'],"5,331",68,-1
['/p/Bp6ekqEFb13/'],"5,953",46,-1
['/p/Bp6eajCF9uN/'],"5,607",71,-1
['/p/Bp1bDy_FB98/'],21.2k,250,-1
['/p/BptBVDxlUcY/'],"3,329",20,16.3k
['/p/BppCJ5BBna6/'],"4,155",24,-1
['/p/BpoogfNBrby/'],19.3k,197,-1
['/p/BpmsOdqhD8a/'],"4,802",83,-1
['/p/BplzYKnhLDE/'],"7,574",111,19.2k
['/p/Bpg_nIsA19i/'],13.5k,115,-1
['/p/Bpb1mhmAbfc/'],"5,916",67,25.5k
['/p/BpZBPNhggfV/'],21.5k,356,-1
['/p/BpPgzH9gYQY/'],"4,224",35,15.2k
['/p/BpPgNCbgOT-/'],"4,294",37,16.5k
['/p/BpPf-gwgsBt/'],"4,743",31,16.7k
['/p/BpKJN_9gjCo/'],12.3k,116,-1
['/p/BpHnrXlgywX/'],14.5k,90,-1
['/p/BpHdF9PgHwD/'],13.8k,61,-1
['/p/BpG45b9g_yA/'],"13,741",963,113k
['/p/BpERjsrA-s6/'],11.3k,75,-1
['/p/Bo_A7K2As9P/'],12.3k,133,-1
['/p/Bo9eRCRAyR3/'],10.1k,63,-1
['/p/Bo8qTWNghv5/'],10.9k,123,-1
['/p/Bo5_LkgA_1M/'],"9,860",39,-1
['/p/Bo34bQpg2Ph/'],10.6k,71,-1
['/p/Bo0vG_RgTCe/'],11.9k,86,-1
['/p/BoyP2oJAfpI/'],10.9k,99,-1
['/p/BowHIUhg741/'],11.9k,112,-1
['/p/BovjifUgszg/'],12.2k,54,-1
['/p/BotrybsAVsJ/'],12.7k,126,-1
['/p/BotHO1AAi-m/'],14.1k,136,-1
['/p/BorAf_vgZ2Q/'],15.2k,59,-1
['/p/BomN_NlA4Ue/'],10.5k,68,-1
['/p/Bol5JDpgSYK/'],12k,80,-1
['/p/BolzrdegOrb/'],13.5k,150,-1
['/p/BolnW1wg5W9/'],11.5k,63,-1
['/p/BoisRPqA3Yv/'],16.7k,98,-1
['/p/BoihccCgxOO/'],12.3k,88,-1
['/p/BogrP3ng7L_/'],"6,666",83,-1
['/p/BoeC3f0A-c_/'],"9,742",174,24.7k
['/p/BobxL3ZHb86/'],15.3k,150,-1
['/p/BobhsrxnjWF/'],12.3k,50,-1
['/p/Bobd559HuyD/'],12.7k,52,-1
['/p/Boaj7W3nCus/'],13.9k,58,-1
['/p/BoYjVtOHVEm/'],10.9k,87,-1
['/p/BoTAMKjgCS3/'],"14,253",514,74.3k
['/p/BoRNX40gPMF/'],12k,151,-1
['/p/BoO9-fkgNl8/'],11.4k,125,-1
['/p/BoOVFJoAzeD/'],12.3k,77,-1
['/p/BoOTHXigqY4/'],"9,748",62,-1
['/p/BoLvai4APtC/'],"9,843",67,-1
['/p/BoLMGpfg1PK/'],10.8k,153,-1
['/p/BoI-22JAUJs/'],"8,821",42,-1
['/p/BoHAjcZA3z6/'],"9,035",38,-1
['/p/BoG33ywAu_f/'],"9,225",34,-1
['/p/BoGjfXNg3tx/'],"8,375",33,-1
['/p/BoBmzOWgKlv/'],11.9k,168,-1
['/p/BoBcjLsg9-o/'],"8,843",45,-1
['/p/BoA6DvXAEhF/'],"3,784",37,16k
['/p/Bn_X02lgHpZ/'],"4,362",41,-1
['/p/Bn8hHhMgTqp/'],"9,703",53,-1
['/p/Bn8g08SAIDF/'],"9,851",105,-1
['/p/Bn59pJyA_a3/'],11.3k,47,-1
['/p/Bn3g98FgTH5/'],11.9k,104,-1
['/p/Bn3U6y-AC3O/'],"9,347",45,-1
['/p/Bn3FckqgUF8/'],"9,893",58,-1
['/p/Bn3CYA4Ap7R/'],"9,355",28,-1
['/p/Bn1FxpTgnNU/'],14.6k,133,-1
['/p/Bn1AwzygK2y/'],"7,369",98,20.5k
['/p/Bn0kqu0A9Ss/'],11.4k,97,-1
['/p/Bn0dHSbA8vN/'],12k,53,-1
['/p/BnvkloPHzyz/'],13k,131,-1
['/p/BnsOH4EnFwj/'],14.6k,348,-1
['/p/BnqgRwdg2ld/'],"6,165",60,-1
['/p/BnqRdJDAQDL/'],"9,579",84,-1
['/p/Bnp8oooAXdy/'],12.4k,66,-1
['/p/BnoNhgoHC7l/'],10.8k,582,-1
['/p/BnnjM2PgQL2/'],10k,50,-1
['/p/Bni2Y5zgztV/'],"5,762",211,-1
['/p/Bnif175AXjj/'],"7,979",65,-1
['/p/BniT-etAMdy/'],"9,965",98,-1
['/p/BniLlwjgHO3/'],"6,487",111,-1
['/p/BniAnyBAqtA/'],"8,344",163,-1
['/p/Bnh_pJxgne2/'],"6,614",53,23k
['/p/BndnDmUgDdv/'],"5,976",246,-1
['/p/BndQbMMg5Sg/'],14.7k,134,-1
['/p/BnakYFzAsSV/'],20.8k,332,-1
['/p/BnX91k_g22w/'],"4,354",33,-1
['/p/BnX6ZH5AxFv/'],"3,290",43,17.2k
['/p/BnWbwtjg6vB/'],"6,496",234,27.7k
['/p/BnVF6cHAhvz/'],"7,511",107,-1
['/p/BnS5R0wAiQE/'],12k,94,-1
['/p/BnQmhDPgk29/'],"5,123",145,23.2k
['/p/BnLK4zugBdp/'],10k,151,-1
['/p/BnIjvxWAejl/'],"7,773",561,39.2k
['/p/BnGn0fFACLd/'],10.4k,133,-1
['/p/BnGf7Nzgypv/'],10.1k,115,-1
['/p/BnDuf0pAnqf/'],"8,428",42,-1
['/p/BnBzjdwgYdi/'],"6,286",61,17.9k
['/p/BnBgv-AgB4O/'],"9,796",69,-1
['/p/BnAtsaZAvAm/'],"8,170",46,-1
['/p/Bm6U4cggpS7/'],"8,482",95,-1
['/p/Bm6Dvw5APxg/'],"8,575",46,-1
['/p/Bm3zv6EAUzN/'],"9,192",95,-1
['/p/Bm3T9VUAeDY/'],"8,354",45,-1
['/p/Bm3DwhBAo4W/'],"9,557",95,-1
['/p/Bm0al6vgFq6/'],13.7k,108,-1
['/p/Bm0YgDJgibg/'],12.6k,101,-1
['/p/BmyguHOgF3Z/'],"7,457",55,-1
['/p/Bmxtg7Rgt3a/'],11.1k,70,-1
['/p/BmuybM8gDp2/'],15.9k,70,-1
['/p/Bms7VvqANL5/'],"9,037",23,-1
['/p/Bmr2TFcA4v4/'],11.7k,78,-1
['/p/Bmr1obFggri/'],13.4k,65,-1
['/p/BmnhcuSAhqD/'],"9,991",62,-1
['/p/Bmk0syfg8HM/'],11.9k,231,-1
['/p/BmkYg-jAhdy/'],"3,660",43,-1
['/p/BmiR6c0gHDa/'],11.1k,91,-1
['/p/BmfQcFCAocz/'],13.8k,148,-1
['/p/Bme7U0kAZQP/'],"4,820",100,10.5k
['/p/BmdGiSAAnmK/'],"9,255",57,-1
['/p/Bmc-mo_AMml/'],"6,347",220,-1
['/p/BmayySZggeG/'],"8,479",49,-1
['/p/BmagaO6A3SA/'],"5,710",483,30.2k
['/p/BmVp8rlgRdO/'],"9,194",62,-1
['/p/BmVSXA1gTiV/'],10.4k,90,-1
['/p/BmTLm4NAOqx/'],"8,230",81,-1
['/p/BmSklWBAXZ8/'],"8,208",66,-1
['/p/BmQGfDzgZ0q/'],"8,400",48,-1
['/p/BmNr9bMAfGA/'],"8,528",117,-1
['/p/BmLA4-bgc1t/'],10.2k,90,-1
['/p/BmIahGig0p1/'],14.6k,169,-1
['/p/BmD8xKRAVVl/'],"8,637",75,-1
['/p/BmC-T10Aj-7/'],"8,998",66,-1
['/p/BmALz66A4j4/'],10.6k,89,-1
['/p/Bl9gRWMgLWL/'],"7,437",38,-1
['/p/Bl76BtrgivK/'],12.7k,116,-1
['/p/Bl7YvALAmvR/'],"7,473",41,-1
['/p/Bl5Vm85gu6X/'],14.8k,197,-1
['/p/Bl2k7mBgWJ1/'],"9,506",116,-1
['/p/BlzQ_3Lg6_F/'],11.9k,231,-1
['/p/Blwsj4-h1Zf/'],"3,587",226,15.6k
['/p/Blui13PnoWQ/'],"2,836",93,12.9k
